"NAME","P0040001","P0040003","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","H0040001","H0040002","H0040003","H0040004","H0050001","H0050002","H0050003","H0050004","H0050005","H0050006","H0050007","H0050008","P0120003","P0120004","P0120005","P0120006","P0120007","P0120008","P0120009","P0120010","P0120011","P0120012","P0120013","P0120014","P0120015","P0120016","P0120017","P0120018","P0120019","P0120020","P0120021","P0120022","P0120023","P0120024","P0120025","P0120027","P0120028","P0120029","P0120030","P0120031","state","county","tract","block.group","NAME.1","P0120032","P0120033","P0120034","P0120035","P0120036","P0120037","P0120038","P0120039","P0120040","P0120041","P0120042","P0120043","P0120044","P0120045","P0120046","P0120047","P0120048","P0120049","P0180001","P0180003","P0180005","P0180006","P0180008","P0180009","state.1","county.1","tract.1","block.group.1","TRACT_BLOC"
"Block Group 2",816,8,4,803,0,1,0,0,0,317,56,2,259,97,41,0,2,0,0,0,54,38,35,40,31,17,5,4,17,27,17,16,17,23,13,13,1,4,1,4,2,5,2,0,34,40,35,27,9,"17","031","430101","2","Block Group 2",6,8,28,45,40,37,37,31,45,28,4,4,4,6,5,7,1,3,317,46,14,143,96,18,"17","031","430101","2","4301012"
"Block Group 3",875,8,10,842,0,0,1,5,9,385,66,26,293,86,66,0,6,1,0,0,13,32,31,30,19,16,4,4,21,28,21,20,23,31,16,26,6,5,10,10,6,7,6,5,22,35,30,10,16,"17","031","430101","3","Block Group 3",7,7,13,45,25,29,34,35,47,47,5,16,4,13,19,10,12,17,385,54,22,142,141,26,"17","031","430101","3","4301013"
"Block Group 4",1291,11,21,1233,1,2,0,4,19,595,96,5,494,178,153,1,11,0,0,0,13,44,43,46,32,21,6,18,34,39,49,36,37,45,45,28,12,21,7,7,10,6,0,1,38,44,44,28,23,"17","031","430101","4","Block Group 4",12,14,19,73,48,51,62,58,61,33,16,27,6,15,10,5,8,9,595,69,33,200,253,40,"17","031","430101","4","4301014"
"Block Group 1",1307,22,28,1224,2,5,0,6,20,867,108,19,740,55,52,0,1,1,0,0,1,19,22,15,12,10,5,13,30,63,39,54,55,74,57,56,18,11,8,12,29,13,10,7,30,26,24,11,14,"17","031","430102","1","Block Group 1",7,12,35,58,45,50,53,57,50,49,21,22,18,18,19,24,17,15,867,80,29,91,621,46,"17","031","430102","1","4301021"
"Block Group 2",740,16,4,713,2,2,0,1,2,392,102,24,266,46,35,1,6,1,0,0,3,37,30,19,16,6,1,1,9,18,18,19,17,16,24,19,4,8,7,2,2,2,4,3,29,25,26,18,5,"17","031","430102","2","Block Group 2",2,1,30,43,55,41,22,21,22,33,14,9,13,8,14,8,6,13,392,41,18,124,200,9,"17","031","430102","2","4301022"
"Block Group 3",916,12,9,864,6,1,0,1,23,555,51,17,487,70,56,0,7,0,0,0,7,25,22,14,4,7,3,2,8,25,21,23,37,31,14,39,12,15,7,16,13,13,18,10,25,18,18,14,11,"17","031","430102","3","Block Group 3",6,8,16,47,34,24,25,37,26,57,21,31,18,20,23,30,17,11,555,46,18,117,346,28,"17","031","430102","3","4301023"
"Block Group 1",593,13,24,533,2,3,0,2,16,280,76,18,186,37,34,1,2,0,0,0,0,9,15,19,10,8,2,7,11,12,11,15,26,15,29,18,11,9,7,6,16,7,4,3,16,12,22,14,8,"17","031","430200","1","Block Group 1",1,5,16,16,16,9,27,33,32,20,11,11,10,10,14,10,3,7,280,80,15,42,123,20,"17","031","430200","1","4302001"
"Block Group 2",489,16,25,434,2,0,0,3,9,254,64,26,164,16,5,1,8,0,1,0,1,11,12,19,6,4,1,2,9,12,8,11,13,16,21,23,4,8,9,12,6,4,4,3,13,11,8,6,4,"17","031","430200","2","Block Group 2",1,5,6,16,16,17,12,23,36,21,15,12,5,13,9,10,6,6,254,63,3,47,124,17,"17","031","430200","2","4302002"
"Block Group 3",805,16,4,761,1,2,0,0,21,440,83,11,346,102,68,0,12,7,1,0,14,25,28,24,14,5,2,2,9,23,22,22,18,22,23,26,12,25,13,10,12,6,1,0,29,32,16,8,8,"17","031","430200","3","Block Group 3",2,5,21,34,43,32,26,33,45,37,18,20,10,5,14,10,7,6,440,52,8,113,240,27,"17","031","430200","3","4302003"
"Block Group 4",1218,25,28,1151,0,0,0,0,14,511,103,28,380,91,39,0,7,0,0,0,45,40,69,60,30,19,7,9,14,27,36,26,43,38,23,23,6,8,0,13,13,5,2,2,50,39,48,39,19,"17","031","430200","4","Block Group 4",11,7,42,63,49,58,52,56,40,38,18,15,12,15,13,8,7,6,511,82,21,204,180,24,"17","031","430200","4","4302004"
"Block Group 5",1575,26,11,1505,0,0,0,1,32,806,83,13,710,97,42,1,2,1,1,0,50,65,47,56,30,22,4,6,29,38,28,36,43,36,34,15,7,19,7,12,17,15,13,11,72,61,48,29,27,"17","031","430200","5","Block Group 5",14,15,40,90,65,62,65,82,56,49,18,20,16,28,35,35,32,26,806,68,32,263,411,32,"17","031","430200","5","4302005"
"Block Group 1",1105,25,7,1047,1,5,0,1,19,451,82,16,353,140,70,2,12,9,1,0,46,53,35,39,31,26,12,8,16,24,42,39,41,27,29,21,12,8,4,10,8,3,8,3,21,31,32,38,24,"17","031","430300","1","Block Group 1",11,11,24,41,46,46,48,56,43,35,11,12,16,9,14,10,10,17,451,65,27,173,164,22,"17","031","430300","1","4303001"
"Block Group 2",600,3,4,562,6,3,0,0,22,243,33,12,198,119,44,0,6,0,2,0,67,21,28,31,12,5,2,1,8,23,16,19,16,14,14,16,10,4,3,2,1,5,4,1,19,30,25,20,12,"17","031","430300","2","Block Group 2",9,11,18,27,28,21,23,24,19,16,5,9,3,5,5,8,3,4,243,29,20,91,84,19,"17","031","430300","2","4303002"
"Block Group 3",631,18,3,583,0,2,0,0,25,218,28,6,184,83,58,2,4,0,0,0,19,33,28,29,24,16,6,1,9,22,16,9,16,10,17,5,4,6,3,1,5,1,2,1,53,31,22,20,16,"17","031","430300","3","Block Group 3",10,5,22,32,27,36,21,15,25,13,0,2,2,7,4,2,0,2,218,23,13,113,49,20,"17","031","430300","3","4303003"
"Block Group 1",551,10,2,528,0,0,0,0,11,195,88,11,96,53,18,1,3,2,1,0,28,18,19,18,15,8,5,1,6,14,12,11,9,24,25,10,1,4,4,4,2,6,3,3,28,27,23,24,7,"17","031","430400","1","Block Group 1",5,3,10,21,19,21,24,26,23,19,5,10,7,6,4,6,5,6,195,47,13,74,48,13,"17","031","430400","1","4304001"
"Block Group 2",807,20,6,760,0,0,0,3,18,292,99,19,174,85,48,1,12,1,2,0,21,30,32,23,20,8,3,5,11,26,18,22,26,44,37,26,6,11,2,5,7,5,3,6,39,25,32,20,5,"17","031","430400","2","Block Group 2",6,4,21,35,30,30,21,29,33,23,14,17,6,4,18,6,4,9,292,58,30,98,88,18,"17","031","430400","2","4304002"
"Block Group 3",862,4,5,846,0,0,0,0,7,309,61,35,213,106,47,0,8,1,2,0,48,28,36,38,32,22,5,7,18,25,18,14,22,29,30,30,4,10,5,4,4,7,2,7,19,30,32,31,24,"17","031","430400","3","Block Group 3",10,7,14,25,29,31,40,28,38,25,16,8,7,6,7,16,5,17,309,44,21,135,87,22,"17","031","430400","3","4304003"
"Block Group 4",672,8,8,644,0,1,0,0,11,266,51,22,193,147,88,0,5,6,1,0,47,25,17,16,17,14,5,1,13,13,11,13,11,14,32,20,8,14,10,14,25,13,14,9,22,25,18,18,13,"17","031","430400","4","Block Group 4",4,1,15,13,25,17,14,23,28,23,4,12,4,8,18,8,16,14,266,35,15,65,146,5,"17","031","430400","4","4304004"
"Block Group 1",1358,6,6,1328,1,0,0,0,17,760,64,10,686,165,94,1,28,2,0,0,40,41,34,35,16,14,10,10,22,48,42,37,30,36,49,51,16,20,14,15,24,12,8,6,32,37,31,26,13,"17","031","430500","1","Block Group 1",11,10,32,45,62,55,37,51,74,82,28,26,14,22,29,23,16,12,760,77,34,171,439,39,"17","031","430500","1","4305001"
"Block Group 2",1338,33,12,1268,0,1,1,1,22,609,41,11,557,106,81,0,7,0,0,0,18,57,49,54,23,18,11,9,29,47,35,25,29,51,41,32,12,9,10,4,12,6,3,2,60,48,52,23,19,"17","031","430500","2","Block Group 2",15,14,49,86,63,46,37,56,58,42,16,19,9,11,22,6,8,11,609,77,42,189,263,38,"17","031","430500","2","4305002"
"Block Group 3",908,11,2,887,2,1,0,0,5,396,58,20,318,198,139,2,18,1,0,0,38,44,28,43,18,8,8,4,8,32,22,18,34,19,19,26,9,9,2,8,6,8,6,3,36,36,32,26,12,"17","031","430500","3","Block Group 3",6,4,26,40,30,32,33,31,52,35,7,11,10,12,21,19,6,9,396,50,19,130,169,28,"17","031","430500","3","4305003"
"Block Group 1",503,14,15,464,0,1,0,1,8,247,71,11,165,44,25,0,4,0,0,0,15,15,17,16,5,5,4,2,8,16,5,19,16,18,22,16,4,12,6,3,7,5,3,3,12,15,12,11,14,"17","031","430600","1","Block Group 1",8,4,9,15,15,13,16,19,23,21,11,14,6,6,11,11,6,4,247,59,7,48,125,8,"17","031","430600","1","4306001"
"Block Group 2",1162,12,23,1109,1,2,0,1,14,500,149,38,313,83,63,1,6,2,1,0,10,35,29,31,20,18,5,6,18,22,37,23,41,47,41,27,8,20,4,20,13,14,9,9,33,31,46,25,15,"17","031","430600","2","Block Group 2",8,6,25,50,31,34,39,56,59,52,31,24,15,19,20,22,8,16,500,92,27,159,189,33,"17","031","430600","2","4306002"
"Block Group 1",1158,33,55,1031,6,11,0,6,16,683,38,23,622,140,85,22,12,0,3,0,18,24,31,20,16,6,9,4,26,51,39,45,52,57,46,33,12,22,12,10,14,4,4,5,25,20,33,17,12,"17","031","430700","1","Block Group 1",4,7,26,55,55,44,51,55,56,51,21,17,12,6,20,11,9,9,683,80,26,123,416,38,"17","031","430700","1","4307001"
"Block Group 2",1052,38,26,966,1,0,0,1,20,407,80,10,317,105,95,0,0,1,0,0,9,24,34,23,12,7,5,7,14,41,22,20,22,22,28,31,10,10,13,7,14,12,19,14,27,40,32,19,18,"17","031","430700","2","Block Group 2",3,8,24,42,40,38,27,38,35,38,10,14,7,15,25,35,34,72,407,44,20,127,181,35,"17","031","430700","2","4307002"
"Block Group 1",784,16,10,748,0,0,0,0,10,330,109,30,191,68,35,0,3,2,0,0,28,26,21,18,21,12,11,5,12,20,17,21,17,29,33,32,13,19,10,5,8,8,8,6,16,26,29,15,10,"17","031","430800","1","Block Group 1",3,5,6,27,24,26,39,20,37,29,11,21,9,9,10,16,14,10,330,76,17,103,117,17,"17","031","430800","1","4308001"
"Block Group 2",979,15,8,945,0,2,0,0,9,427,116,43,268,55,32,0,0,0,0,0,23,20,31,45,20,8,6,4,15,25,25,16,33,38,40,20,9,20,5,15,12,11,11,6,30,22,28,23,12,"17","031","430800","2","Block Group 2",9,9,22,24,29,39,46,34,41,44,23,14,9,25,18,20,15,8,427,84,37,120,170,16,"17","031","430800","2","4308002"
"Block Group 1",1110,21,4,1052,4,0,0,11,18,471,90,31,350,49,36,1,6,0,0,0,6,37,32,38,25,17,8,2,18,30,28,30,36,25,36,28,8,7,7,10,20,13,2,4,48,41,42,28,9,"17","031","430900","1","Block Group 1",7,13,30,48,46,41,28,39,60,50,15,10,10,12,26,17,17,12,471,84,36,150,171,30,"17","031","430900","1","4309001"
"Block Group 2",704,12,0,682,8,0,0,2,0,277,89,31,157,38,32,0,0,1,0,0,5,19,23,21,16,17,4,4,15,24,15,26,15,13,33,13,10,11,5,7,9,12,0,4,12,24,21,21,9,"17","031","430900","2","Block Group 2",2,4,10,23,27,19,28,28,33,31,13,16,8,16,13,11,10,9,277,50,31,98,82,16,"17","031","430900","2","4309002"
"Block Group 1",1584,33,14,1507,3,1,0,5,21,597,293,93,211,78,40,0,10,2,1,0,25,51,38,49,46,20,10,3,30,46,31,40,59,44,40,47,12,22,11,24,19,20,16,7,40,43,55,43,26,"17","031","431200","1","Block Group 1",15,8,17,46,51,63,55,75,62,67,28,27,22,37,44,34,21,20,597,157,38,210,169,23,"17","031","431200","1","4312001"
"Block Group 2",1494,28,14,1425,1,1,0,3,22,551,270,101,180,53,26,0,12,0,1,0,14,42,46,61,33,27,7,8,28,29,47,33,44,36,54,55,19,18,16,15,31,16,8,9,49,31,37,42,27,"17","031","431200","2","Block Group 2",13,4,28,43,39,38,61,56,65,75,22,29,23,28,29,28,28,17,551,161,43,176,157,14,"17","031","431200","2","4312002"
"Block Group 1",673,30,1,637,0,0,0,1,4,242,38,15,189,88,57,0,15,0,2,0,14,36,38,31,15,5,5,5,10,15,15,16,25,14,14,28,9,11,2,2,2,3,1,8,28,32,29,17,15,"17","031","431301","1","Block Group 1",3,7,23,33,13,26,21,25,36,17,4,2,2,7,14,5,2,2,242,42,26,82,77,15,"17","031","431301","1","4313011"
"Block Group 2",1672,15,23,1563,14,2,1,7,47,610,92,20,498,192,110,0,18,3,0,0,61,73,61,68,45,32,7,14,32,42,40,40,46,40,50,54,13,5,12,8,12,5,2,2,90,65,70,62,26,"17","031","431301","2","Block Group 2",25,22,53,54,57,64,67,56,59,72,20,17,7,11,26,23,11,12,610,97,50,254,177,32,"17","031","431301","2","4313012"
"Block Group 3",1200,24,14,1145,6,0,0,0,11,433,50,23,360,306,168,3,28,1,0,0,106,70,47,58,25,21,8,11,16,36,31,36,25,27,46,29,10,6,9,15,15,10,4,3,51,45,46,22,34,"17","031","431301","3","Block Group 3",9,13,30,59,28,31,56,41,47,39,8,16,11,18,20,8,4,6,433,73,31,161,137,31,"17","031","431301","3","4313013"
"Block Group 1",1238,30,22,1174,1,0,0,2,9,517,55,18,444,193,170,3,7,0,0,0,13,62,44,46,28,22,9,9,17,40,27,30,30,30,40,22,7,17,9,17,17,13,5,3,54,49,49,30,25,"17","031","431302","1","Block Group 1",9,6,49,45,42,44,46,52,36,37,8,29,13,18,24,12,9,8,517,73,24,183,198,39,"17","031","431302","1","4313021"
"Block Group 2",1271,19,10,1232,1,0,0,0,9,539,58,6,475,167,113,1,10,0,0,0,43,45,43,44,37,29,9,11,13,53,44,21,39,38,44,31,8,10,4,3,14,8,6,0,43,48,38,30,39,"17","031","431302","2","Block Group 2",11,20,33,70,47,40,45,56,62,47,13,21,7,14,13,7,8,5,539,70,38,190,206,35,"17","031","431302","2","4313022"
"Block Group 3",1657,11,13,1619,0,0,0,0,14,681,69,17,595,201,132,0,9,0,0,0,60,52,43,86,41,21,11,9,15,50,66,32,39,33,45,37,14,26,21,10,21,3,3,1,55,73,72,68,28,"17","031","431302","3","Block Group 3",18,12,37,70,84,75,76,87,70,52,19,11,8,19,21,9,7,7,681,96,41,272,232,40,"17","031","431302","3","4313023"
"Block Group 1",2880,42,82,2649,30,25,0,1,51,1555,287,134,1134,215,164,3,14,10,7,0,17,70,47,54,33,26,17,14,55,97,87,95,83,107,111,103,38,45,25,38,55,30,22,18,70,59,50,31,23,"17","031","431400","1","Block Group 1",16,20,60,158,120,99,90,123,162,134,51,65,31,45,65,52,42,44,1555,207,68,285,900,95,"17","031","431400","1","4314001"
"Block Group 2",1466,28,40,1380,0,3,0,1,14,645,71,22,552,304,136,18,20,2,1,0,127,46,31,48,23,14,7,6,22,50,58,47,39,57,75,60,20,38,14,15,19,15,10,6,29,41,39,20,14,"17","031","431400","2","Block Group 2",5,14,41,59,60,38,49,56,49,62,24,22,15,16,28,22,15,28,645,89,50,132,324,50,"17","031","431400","2","4314002"
"Block Group 3",1928,27,22,1843,3,4,0,2,27,978,93,24,861,213,156,8,4,0,0,0,45,44,53,50,46,31,16,13,40,48,81,62,56,69,83,78,29,36,15,18,23,8,9,8,67,47,57,34,19,"17","031","431400","3","Block Group 3",16,27,34,80,70,57,52,69,79,74,24,40,18,29,37,29,24,29,978,99,57,211,556,55,"17","031","431400","3","4314003"
"Block Group 4",144,0,1,143,0,0,0,0,0,102,4,0,98,14,8,0,0,0,2,0,4,4,4,2,0,2,1,3,1,4,5,1,6,7,4,9,2,4,0,0,4,0,1,0,4,1,1,0,0,"17","031","431400","4","Block Group 4",1,1,4,15,4,7,4,8,8,7,8,2,3,1,1,0,0,0,102,6,2,20,69,5,"17","031","431400","4","4314004"
"Block Group 1",1401,17,7,1354,2,0,0,0,21,598,47,26,525,198,154,1,7,2,0,0,34,58,37,59,37,25,5,10,27,46,43,41,41,40,52,46,11,16,11,5,7,6,3,2,62,37,33,35,20,"17","031","440101","1","Block Group 1",8,15,42,62,44,41,58,54,88,56,15,18,11,17,24,12,16,5,598,67,46,195,239,51,"17","031","440101","1","4401011"
"Block Group 2",792,4,2,780,0,0,0,0,6,354,52,7,295,155,110,4,14,0,0,0,27,28,23,20,14,15,5,8,24,27,24,21,14,25,25,18,7,14,3,0,4,5,4,0,30,45,32,14,17,"17","031","440101","2","Block Group 2",4,4,25,42,35,26,22,34,40,36,8,6,7,9,6,9,6,7,354,43,25,115,138,33,"17","031","440101","2","4401012"
"Block Group 3",426,3,0,417,0,0,1,0,5,206,10,7,189,70,37,13,0,0,0,0,20,18,14,17,11,1,3,1,3,23,11,19,7,13,20,16,6,2,0,2,7,3,1,0,16,15,11,7,2,"17","031","440101","3","Block Group 3",1,0,22,15,20,19,17,18,11,13,4,10,1,5,8,6,3,4,206,23,12,65,98,8,"17","031","440101","3","4401013"
"Block Group 4",1127,22,2,1091,1,0,0,5,6,511,29,13,469,332,139,3,49,0,0,0,141,52,34,29,26,14,7,7,27,42,25,26,28,41,31,36,8,12,8,9,15,10,1,3,45,26,42,21,33,"17","031","440101","4","Block Group 4",12,9,28,58,42,31,30,50,51,50,13,15,10,13,32,10,4,11,511,55,33,178,200,45,"17","031","440101","4","4401014"
"Block Group 1",942,7,1,912,10,0,0,1,11,453,38,14,401,230,127,1,1,1,2,0,98,31,31,25,18,12,9,9,24,25,37,25,21,33,41,18,8,17,8,6,4,5,1,1,26,35,25,20,14,"17","031","440102","1","Block Group 1",5,7,36,54,26,30,44,41,43,42,20,7,6,13,16,10,1,12,453,50,29,133,209,32,"17","031","440102","1","4401021"
"Block Group 2",634,7,1,618,0,1,0,0,7,303,85,30,188,54,30,2,1,1,2,0,18,22,18,12,9,5,1,5,9,12,23,22,17,18,25,19,7,9,4,10,13,2,4,1,12,14,19,20,6,"17","031","440102","2","Block Group 2",5,1,9,23,19,24,18,41,41,28,13,16,8,10,11,12,11,6,303,61,14,76,133,19,"17","031","440102","2","4401022"
"Block Group 3",773,2,0,766,1,0,0,0,4,376,48,37,291,90,35,2,9,3,0,0,41,21,22,17,19,13,5,6,14,27,17,13,18,28,26,17,15,12,4,10,8,5,6,13,28,32,18,16,9,"17","031","440102","3","Block Group 3",5,1,17,35,22,25,29,28,39,25,16,13,4,13,12,21,15,14,376,54,19,108,174,21,"17","031","440102","3","4401023"
"Block Group 4",778,10,2,759,1,0,0,0,6,368,8,6,354,113,65,4,9,0,1,0,34,36,28,20,14,11,4,4,14,22,25,25,27,25,29,21,8,4,2,2,8,2,5,1,26,34,25,7,18,"17","031","440102","4","Block Group 4",8,4,21,43,34,26,36,30,22,40,14,14,5,9,12,8,3,2,368,30,19,117,164,38,"17","031","440102","4","4401024"
"Block Group 1",1299,15,1,1267,4,3,1,0,8,649,45,26,578,157,66,0,5,0,0,0,86,36,24,31,20,27,9,7,14,28,42,33,31,49,58,33,17,11,8,13,14,5,6,6,59,35,36,37,16,"17","031","440201","1","Block Group 1",14,11,22,39,42,53,49,62,79,72,14,22,18,22,17,25,12,21,649,70,34,196,320,29,"17","031","440201","1","4402011"
"Block Group 2",1509,17,5,1471,1,0,0,5,10,682,128,73,481,136,65,0,2,13,0,0,56,32,52,53,29,15,9,7,18,27,36,39,37,41,57,38,24,18,11,13,17,14,10,9,45,41,57,38,19,"17","031","440201","2","Block Group 2",12,11,30,56,61,54,38,56,87,79,26,27,18,28,31,25,27,37,682,119,32,224,268,39,"17","031","440201","2","4402012"
"Block Group 3",728,5,1,715,2,0,0,1,4,326,47,25,254,58,48,1,1,0,1,0,7,20,25,28,18,7,5,6,12,22,17,12,14,31,29,24,12,7,7,2,9,4,4,11,19,19,22,22,8,"17","031","440201","3","Block Group 3",8,3,11,23,27,19,23,35,50,27,8,4,13,16,12,5,13,15,326,49,13,111,138,15,"17","031","440201","3","4402013"
"Block Group 4",1524,19,2,1478,7,1,0,0,17,725,72,29,624,152,108,2,4,0,2,0,36,45,54,47,35,23,10,6,15,36,45,50,27,45,57,37,15,29,7,23,18,26,12,3,47,51,47,33,29,"17","031","440201","4","Block Group 4",4,4,32,48,54,61,57,64,69,81,21,32,11,13,23,21,27,30,725,102,34,237,307,45,"17","031","440201","4","4402014"
"Block Group 1",1107,11,1,1079,1,1,0,0,14,527,157,58,312,68,35,1,4,1,5,0,22,26,24,21,37,11,9,6,18,22,18,32,30,33,45,48,17,16,12,8,16,14,6,4,29,31,23,21,16,"17","031","440202","1","Block Group 1",5,6,19,33,28,30,40,46,71,65,24,29,11,17,18,21,20,31,527,121,25,128,227,26,"17","031","440202","1","4402021"
"Block Group 2",1205,8,7,1162,4,3,0,1,20,801,120,53,628,97,90,0,0,0,0,0,7,24,15,9,14,13,3,5,7,23,25,20,16,30,34,27,13,10,17,25,31,31,24,18,15,22,18,10,6,"17","031","440202","2","Block Group 2",3,4,15,32,24,19,29,40,46,57,21,29,45,50,93,52,70,71,801,72,19,128,560,22,"17","031","440202","2","4402022"
"Block Group 3",687,4,1,668,2,0,0,0,12,251,173,59,19,18,0,1,2,2,1,0,12,17,14,17,24,14,4,4,16,9,14,17,16,23,29,17,6,7,2,3,13,13,8,6,14,24,26,14,11,"17","031","440202","3","Block Group 3",7,6,11,20,6,22,30,30,45,24,9,10,1,14,17,15,18,20,251,78,20,80,65,8,"17","031","440202","3","4402023"
"Block Group 1",735,5,5,707,0,3,0,0,15,288,152,62,74,20,7,0,4,1,0,0,8,10,18,27,16,10,4,7,7,13,11,18,20,28,42,22,12,12,6,5,15,6,15,10,12,19,21,15,7,"17","031","440300","1","Block Group 1",3,1,17,16,14,23,35,29,31,36,17,14,11,11,21,10,23,15,288,102,19,70,80,17,"17","031","440300","1","4403001"
"Block Group 2",1371,20,11,1329,0,1,0,0,10,635,230,107,298,64,38,1,10,0,0,0,15,37,35,39,31,16,9,9,22,41,35,39,31,52,41,42,10,20,13,11,19,19,14,22,23,31,34,28,20,"17","031","440300","2","Block Group 2",4,6,24,26,28,64,47,47,73,59,24,42,15,23,42,28,29,47,635,158,45,164,244,24,"17","031","440300","2","4403002"
"Block Group 3",618,2,3,603,0,0,0,2,8,269,135,74,60,21,6,0,5,3,0,0,7,11,10,27,9,6,2,3,8,10,10,16,26,26,26,16,11,5,2,9,10,7,10,10,12,17,12,11,4,"17","031","440300","3","Block Group 3",3,4,6,16,11,19,19,29,20,30,14,6,12,15,17,23,23,25,269,85,14,64,97,9,"17","031","440300","3","4403003"
"Block Group 4",1007,7,2,979,4,1,0,0,14,486,163,61,262,36,13,8,8,1,0,0,6,22,19,36,25,4,8,5,8,11,26,33,21,52,33,37,9,20,16,6,17,21,13,18,21,13,26,16,8,"17","031","440300","4","Block Group 4",2,4,22,21,24,34,31,44,42,56,29,25,9,17,22,28,23,30,486,119,20,102,217,28,"17","031","440300","4","4403004"
"Block Group 5",1026,18,6,983,1,0,0,4,14,458,146,70,242,43,32,0,0,3,0,0,8,21,21,28,17,16,8,9,20,23,14,26,30,34,36,53,12,7,14,13,16,12,6,6,40,26,31,23,14,"17","031","440300","5","Block Group 5",3,6,18,30,26,29,34,42,61,49,13,30,9,17,12,23,23,25,458,88,30,131,176,33,"17","031","440300","5","4403005"
"Block Group 1",842,14,4,816,0,3,0,1,4,351,188,117,46,22,0,0,4,5,0,0,13,24,12,20,16,15,6,4,18,16,10,17,20,23,40,28,12,15,11,11,14,11,15,9,8,24,23,16,14,"17","031","440600","1","Block Group 1",5,1,17,22,6,22,28,32,44,37,16,18,8,16,27,26,30,35,351,95,19,95,129,13,"17","031","440600","1","4406001"
"Block Group 2",1238,10,3,1210,0,1,0,1,13,447,288,66,93,32,4,0,8,2,0,0,18,27,43,54,27,20,7,6,22,29,29,26,38,40,44,40,18,11,12,7,9,13,8,6,22,51,53,39,17,"17","031","440600","2","Block Group 2",10,7,24,24,37,44,69,55,61,63,11,17,10,19,21,19,12,17,447,149,33,151,102,12,"17","031","440600","2","4406002"
"Block Group 1",746,6,4,733,0,0,0,0,3,297,120,42,135,34,13,3,6,1,0,0,11,21,21,17,19,7,6,10,12,22,21,18,23,16,28,21,10,7,4,8,12,12,8,9,27,27,26,15,17,"17","031","440700","1","Block Group 1",6,6,15,15,22,24,17,30,42,32,12,13,6,9,13,18,8,14,297,67,29,92,95,14,"17","031","440700","1","4407001"
"Block Group 2",799,1,5,782,0,0,0,2,9,312,164,81,67,30,4,1,1,1,1,0,22,17,19,16,24,7,3,5,15,21,16,21,18,31,18,35,14,8,7,8,22,8,12,6,18,18,23,21,12,"17","031","440700","2","Block Group 2",4,1,11,23,11,23,28,33,33,47,18,10,13,12,29,24,17,19,312,88,18,92,99,15,"17","031","440700","2","4407002"
"Block Group 1",875,7,4,859,0,0,0,0,5,359,80,31,248,57,31,2,6,1,0,0,17,19,21,28,25,20,5,6,11,23,24,15,25,23,38,36,15,10,6,10,10,6,3,4,28,32,36,26,12,"17","031","440800","1","Block Group 1",10,5,23,25,25,27,32,26,40,44,14,19,6,5,15,17,9,16,359,65,26,123,129,16,"17","031","440800","1","4408001"
"Block Group 2",925,12,3,896,5,0,0,1,8,383,75,17,291,51,31,2,5,0,1,0,12,45,35,31,24,9,4,4,14,23,12,16,19,22,28,22,5,6,4,3,16,9,5,4,35,37,36,25,15,"17","031","440800","2","Block Group 2",9,11,23,40,43,32,38,39,47,33,13,16,10,11,17,19,10,6,383,52,22,167,132,10,"17","031","440800","2","4408002"
"Block Group 1",992,5,5,965,4,0,0,0,13,384,128,59,197,77,35,0,3,1,0,0,38,28,41,48,19,10,2,5,13,30,24,15,21,22,39,29,12,9,13,6,14,9,8,6,36,30,39,38,13,"17","031","440900","1","Block Group 1",5,7,22,24,35,40,25,53,35,39,22,13,8,18,16,19,19,13,384,85,27,146,115,11,"17","031","440900","1","4409001"
"Block Group 2",752,4,1,738,5,0,0,0,4,284,86,40,158,89,47,2,16,1,0,0,23,20,29,34,27,16,4,5,13,16,18,14,17,17,31,18,2,8,6,3,7,10,5,3,21,30,29,21,14,"17","031","440900","2","Block Group 2",5,4,8,23,26,30,23,32,42,30,10,8,8,9,16,15,16,9,284,48,24,108,88,16,"17","031","440900","2","4409002"
"Block Group 3",866,9,1,832,8,1,0,0,15,330,180,49,101,31,4,2,5,0,1,0,19,24,29,35,18,9,2,6,11,18,23,29,28,22,25,27,9,12,7,9,12,7,9,10,17,23,35,30,8,"17","031","440900","3","Block Group 3",8,4,14,16,37,26,32,30,38,44,6,26,8,11,24,17,18,13,330,81,20,120,97,12,"17","031","440900","3","4409003"
"Block Group 1",1277,17,7,1222,0,2,0,0,29,490,255,85,150,68,35,0,7,0,0,0,26,38,40,53,35,10,7,6,23,25,36,35,33,45,51,36,20,10,15,14,30,17,9,3,27,34,36,21,22,"17","031","450300","1","Block Group 1",1,10,18,29,39,41,46,53,57,48,22,22,19,31,39,28,25,18,490,144,25,148,158,15,"17","031","450300","1","4503001"
"Block Group 2",716,17,2,681,3,1,0,0,12,275,153,54,68,18,3,2,3,1,0,0,9,10,17,31,14,8,5,3,11,19,24,24,24,26,30,23,6,6,4,9,16,9,5,4,12,22,20,14,11,"17","031","450300","2","Block Group 2",2,6,5,16,30,23,24,32,24,24,18,19,14,14,24,18,7,9,275,77,19,90,79,10,"17","031","450300","2","4503002"
